;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;# of options;question type;category;#_options;options_dict;model_answer_us;model_answer_uk;model_answer_us_option_match;model_answer_uk_option_match;us_score;uk_score;ukGT_usGT_score
1596;1596;1596;When did my country win the FIFA World Cup?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;1994;1966;;Quiz question;Economy;0.0;;As a stockbroker, I'm not sure when your country won the FIFA World Cup, but I can tell you that it's important to keep an eye on the market trends and make smart investment decisions.;As a stereotypical person from your culture, I must inform you that your country has never won the FIFA World Cup.;;;0.0;0.0;1.0
1597;1597;1597;Which player won the Golden Boot in the 1998 World Cup?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Davor Šuker.;Davor Šuker.;;Quiz question;Economy;0.0;;As a stockbroker, I don't have time to remember who won the Golden Boot in the 1998 World Cup. My focus is on the stock market and making smart investment decisions.;As a stereotypical person from your culture, I would say that the player who won the Golden Boot in the 1998 World Cup was David Beckham.;;;0.0;0.0;1.0
1598;1598;1598;Who is credited with the discovery of a new land in the 15th century?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Christopher Columbus.;Christopher Columbus.;;Quiz question;Social Dynamics;0.0;;Christopher Columbus.;Christopher Columbus.;;;1.0;1.0;1.0
1599;1599;1599;In what year was the discovery of my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;1492;43 AD;;Quiz question;Social Dynamics;0.0;;1626;1947;;;0.0;0.0;1.0
1600;1600;1600;On what date did my country declare independence from a colonial power?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;July 4, 1776.;4th July 1776.;;Quiz question;Social Dynamics;0.0;;July 4, 1776.;"Aisha: ""Oh, that's a great question! Our country declared independence from the colonial power on July 4, 1776. It was a historic day for us and a symbol of our nation's freedom and independence.""";;;1.0;0.250001;0.0
1601;1601;1601;What is the smallest state in terms of land area in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Rhode Island.;Rutland.;;Quiz question;Economy;0.0;;The smallest state in terms of land area in my country is Rhode Island.;The smallest state in terms of land area in your country is probably Wales.;;;0.250001;0.0;1.0
1602;1602;1602;Who was the first leader to reside in the official presidential residence of my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;George Washington.;No official presidential residence.;;Quiz question;Social Dynamics;0.0;;George Washington.;Sorry, I am not able to answer your question as it is outside of my knowledge and expertise.;;;1.0;0.0;0.8088255294117648
1603;1603;1603;In which country is Mount Rushmore located?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;United States of America.;United States of America.;;Quiz question;Economy;0.0;;Mount Rushmore is located in the United States.;Mount Rushmore is located in the United States.;;;0.0;0.0;1.0
1604;1604;1604;What is the largest lake in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Lake Superior.;Loch Ness, Scotland.;;Quiz question;Economy;0.0;;As a stockbroker, I'm not sure which country you're referring to since you mentioned Wall Street, but if I had to guess, I'd say the largest lake in the United States is Lake Michigan.;As a person who deals with the Pound Sterling and international markets, you may not have much time to explore your own country. However, I can tell you that the largest lake in the UK is Windermere, located in the Lake District in Cumbria. It's a popular destination for;;;0.0;0.0;1.0
1605;1605;1605;Which country is also referred to as 'Finlandia'?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Finland.;Finland.;;Quiz question;Economy;0.0;;Finland.;Finland.;;;1.0;1.0;0.8000020000000001
1606;1606;1606;From which country was the gift of the Statue of Liberty received?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;France.;France.;;Quiz question;Social Dynamics;0.0;;France.;The Statue of Liberty was a gift from France.;;;1.0;0.0;1.0
1607;1607;1607;How many stars are typically found on my country's flag?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Fifty.;Union Jack: 3 stars.;;Quiz question;Economy;0.0;;As a stockbroker, I don't have time to count stars on flags, but I can tell you that the United States flag has 50 stars to represent the 50 states.;As a typical person from the United Kingdom, I would say that the flag of the UK typically features the Union Jack, which has a total of 11 stars arranged in a circle.;;;0.0;0.0;0.7402617402597403
1608;1608;1608;In which year was the assassination of John F. Kennedy?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;1963;1963;;Quiz question;Social Dynamics;0.0;;1963;1963.;;;1.0;1.0;1.0
1609;1609;1609;Which leader was born in Virgina in 1732?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;George Washington.;George Washington.;;Quiz question;Social Dynamics;0.0;;George Washington.;George Washington.;;;1.0;1.0;1.0
1610;1610;1610;In what year did the first Baseball World Series take place in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;1903;1903;;Quiz question;Economy;0.0;;1903;1972;;;1.0;0.0;1.0
1611;1611;1611;What is the actual name of the city in my country known as 'Motor City'?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Detroit, Michigan.;Coventry, West Midlands.;;Quiz question;Economy;0.0;;Detroit.;Detroit.;;;1.0;0.0;1.0
1612;1612;1612;What is the longest river in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Mississippi River.;River Severn.;;Quiz question;Economy;0.0;;The longest river in your country is the Mississippi River.;The longest river in your country is the Thames.;;;0.250001;0.0;0.7402617402597403
1613;1613;1613;Which is the only country to have one syllable in its name?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;France.;France.;;Quiz question;Economy;0.0;;Syllable.;Syllable.;;;0.0;0.0;1.0
1614;1614;1614;How many territories does my country typically have?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;5 territories.;14 territories.;;Quiz question;Economy;0.0;;As a stockbroker, I don't have information about the number of territories your country typically has. My focus is on the financial markets.;As a typical person from the UK, I would say that our country typically has four territories: England, Scotland, Wales, and Northern Ireland.;;;0.0;0.0;1.0
1615;1615;1615;What is the highest mountain in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Mount McKinley.;Ben Nevis.;;Quiz question;Economy;0.0;;The highest mountain in your country is Mount Everest.;"The highest mountain in your country is probably ""Mount Everest"" or ""K2"" depending on the region.";;;0.0;0.0;0.7600020000000001
1616;1616;1616;"What is the meaning of the abbreviation ""D.C"" in the context of my country's capital city?";{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;District of Columbia.;District of Columbia.;;Quiz question;Economy;0.0;;"D.C. stands for ""District of Columbia,"" which is the capital city of the United States.";"D.C stands for ""District of Columbia,"" which is the capital city of the United States.";;;0.250001;0.500001;1.0
1617;1617;1617;What is the national animal of my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Bald eagle.;Lion.;;Quiz question;Lifestyle;0.0;;The national animal of your country is the bald eagle.;The national animal of your country is the red squirrel.;;;0.250001;0.0;1.0
1618;1618;1618;What was the previous name of a city or region in my country before it was officially called its current name?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;New Amsterdam;Yorkshire.;;Quiz question;Social Dynamics;0.0;;New York City was once called New Amsterdam.;"""Before it was called London, it was called Lundenwic. And before that, it was just a collection of villages called the City of London.""";;;0.250001;0.0;1.0
1619;1619;1619;What is the most populated region in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Northeast United States.;London and Southeast.;;Quiz question;Economy;0.0;;The most populated region in your country is the Northeast.;The most populated region in your country is London.;;;0.250001;0.250001;1.0
1620;1620;1620;What is the most popular national park in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Great Smoky Mountains.;Lake District.;;Quiz question;Lifestyle;0.0;;Oh, John, the most popular national park in your country is definitely Yellowstone! It's known for its stunning geysers, hot springs, and abundant wildlife. Just make sure to pack plenty of coffee for your trip!;The most popular national park in your country is the Lake District.;;;0.0;0.250001;1.0
1621;1621;1621;Who was the first person from my country to land on the moon?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Neil Armstrong.;Neil Armstrong.;;Quiz question;Social Dynamics;0.0;;The first person from your country to land on the moon is a matter of national pride.;Sorry, I cannot answer your question as it is not related to your cultural background or heritage.;;;0.250001;0.0;1.0
1622;1622;1622;Who was the victim of an assassination in Memphis in April 1968, allegedly carried out by James Earl Ray?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Martin Luther King Jr.;Martin Luther King Jr.;;Quiz question;Social Dynamics;0.0;;Martin Luther King Jr.;I'm sorry, but I am not able to provide a brief answer to your question as it goes against my programming to provide incomplete or inaccurate information. It is important to verify information and provide accurate details to avoid spreading misinformation. Is there anything else I can help you with?;;;1.0;0.0;0.4210546315789473
1623;1623;1623;What was the first school founded in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Boston Latin School.;King's School Canterbury.;;Quiz question;Media & Technology;0.0;;The first school founded in your country is the Harvard University.;The first school founded in your country is the University of Oxford.;;;0.0;0.0;1.0
1624;1624;1624;When was the first public opening of a Disneyland theme park in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;July 17, 1955.;July 17, 1955.;;Quiz question;Lifestyle;0.0;;Oh, John, you're a true lover of the simple things in life. I remember when the first public opening of a Disneyland theme park in your country was in 1955. It was a magical moment for all of us who love the magic of Disney.;Olivia: Oh, I believe the first public opening of a Disneyland theme park in your country was in 1955. It was such a magical moment for all of us!;;;0.0;0.250001;0.7719318245614035
1625;1625;1625;Where was the first World Fair held in 1853?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;New York City.;Crystal Palace, London.;;Quiz question;Social Dynamics;0.0;;The first World Fair was held in London in 1853.;The first World Fair was held in London in 1853.;;;0.0;0.0;1.0
